timestamp,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,Stoch_K,Stoch_D,SMA20,SMA50,SMA200,EMA20,ADX,ATR,BB_Upper,BB_Middle,BB_Lower,BB_Width,OBV,Typical_Price,VP,VWAP,Return_Lag_1,Return_Lag_3,Return_Lag_7,Std_Dev_7D,MA_7D,Z_Score_7D,Std_Dev_30D,MA_30D,Z_Score_30D,Close_Rel_SMA20,Close_Rel_SMA50,Close_Rel_SMA200,SMA20_Cross_SMA50,High_Low_Range,Close_Open_Range,Range_Ratio,Log_Return,Volatility_30D,Future_Return_5D,Target_Binary_5D,Signal,Position,Position_Change,Market_Return,Strategy_Return_Raw,Transaction_Cost,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return
2025-03-01,84349.95,86558.0,83824.78,86064.53,25785.05464,23.679542383808084,-3411.133358925028,-2257.752310309173,-1153.381048615855,36.792201156836555,26.582132660544772,93693.69649999999,97742.74200000001,82000.99005,92333.23003019362,39.6924002288422,3644.4171428571435,103787.43363733403,93693.69649999999,83599.95936266595,0.215462459362654,1461592.0259729994,85482.43666666666,2204169300.210339,90804.17938849899,0.02032710396711601,0.02153635681576138,-0.10861077476040903,4532.1461290882935,87980.63142857143,-0.4227801518299422,4807.313218001659,95210.41500000001,-1.9024940929066072,-0.08142667847457585,-0.11947907088589771,0.04955476693052452,0,2733.220000000001,1714.5800000000017,0.6273113763253602,0.020123266049919198,0.11141533006157617,0.04493558496165617,1,1.0,0.0,0.0,,,0.0,,,
2025-03-02,86064.54,95000.0,85050.6,94270.0,54889.09045,46.77012771847409,-2820.867868054047,-2370.375421858148,-450.492446195899,75.46718400036198,46.990059928257004,93535.6555,97736.1422,82128.37695,92517.68431303233,41.431753093322776,4236.6392857142855,103480.90836550875,93535.6555,83590.40263449124,0.2126515885807579,1516481.1164229994,91440.2,5019069408.566091,90650.2745026813,0.09534090292481712,0.11287428026771318,-0.020652828855783456,3952.18981014449,87696.63142857143,1.6632218813367794,4611.629213561997,94938.42966666668,-0.1449443647162575,0.00785095796971258,-0.03546428293544823,0.147837124035604,0,9949.399999999994,8205.460000000006,0.8247190785374003,0.09106564168828868,0.14688475645374166,-0.07922191577384108,0,-1.0,1.0,1.0,0.09534090292481712,0.09534090292481712,0.0025,0.09284090292481711,0.09534090292481712,0.09284090292481717
2025-03-03,94269.99,94416.46,85117.11,86220.61,59171.10218,36.840434491605,-2968.379088960777,-2489.976155278674,-478.40293368210314,37.52785570462206,49.92908028727351,93057.776,97569.65319999999,82306.31,91917.9629498864,41.027882385680606,4769.336428571429,103457.43963481364,93057.776,82658.11236518636,0.22350982544035092,1457310.0142429995,88584.72666666667,5241655913.180704,90294.26714972038,-0.08538654927336375,0.022177490582684367,-0.05824251514534551,3581.5485495769044,86934.87857142858,-0.1994300960998991,4746.549419539856,94457.92833333333,-1.735432965139522,-0.07347226952855612,-0.116317346918683,0.047557714590776845,0,9299.350000000006,8049.380000000005,0.8655852290751503,-0.08925376118948612,0.17001936839835968,2.1340605221853437e-05,0,1.0,-1.0,-2.0,-0.08538654927336375,0.08538654927336375,0.005,0.08038654927336375,0.0018135229460964908,0.18069061201573033
2025-03-04,86221.16,88967.52,81500.0,87281.98,55609.10706,38.74588253852934,-2965.4551840989734,-2585.071961042734,-380.38322305623933,42.53042917581047,51.841822960264814,92528.3755,97424.5708,82449.70775,91476.44076418293,41.67967869851499,5062.3150000000005,102974.4665414609,92528.3755,82082.28445853908,0.2257921634312257,1512919.1213029996,85916.5,4777739846.72049,89652.31392452799,0.012309933784973248,0.014145781078453545,-0.015769211686009532,3506.1661413701822,86735.10428571429,0.1559754136670751,4880.373580807309,94110.64133333335,-1.3992087327470037,-0.05670039565322316,-0.10410711298714803,0.05860872502607495,0,7467.520000000004,1060.8199999999924,0.14205787195748948,0.01223478265846054,0.16894024838609792,-0.07501674457889251,0,1.0,1.0,2.0,0.012309933784973248,0.012309933784973248,0.005,0.007309933784973248,0.014145781078453767,0.18932138221010497
2025-03-05,87281.98,91000.0,86334.53,90606.01,38264.01163,42.38072982149409,-2664.205228049439,-2600.898614444075,-63.306613605363964,58.19763693129112,46.085307270574525,92228.269,97305.47379999999,82591.74465,91393.54259616551,41.50234542194564,5261.9914285714285,102524.6517908447,92228.269,81931.8862091553,0.22328040854468814,1551183.1329329996,89313.51333333332,3417493312.9028263,89431.27621903784,0.038083806073143656,-0.03886697782963833,0.07544110635371437,3577.6323267657694,87643.09285714287,0.8281782117995471,4723.65873441852,93753.22433333333,-0.666266237736744,-0.01758960693494105,-0.0688498142845485,0.0970347022449054,0,4665.470000000001,3324.029999999999,0.7124748417629945,0.03737651951263447,0.16916821868443657,-0.13255356901821402,0,1.0,1.0,0.0,0.038083806073143656,0.038083806073143656,0.0,0.038083806073143656,0.0527683123349425,0.23461526708883773
2025-03-06,90606.0,92810.64,87836.0,89931.89,34342.44902,39.16496955025056,-2451.597823987264,-2571.038456352713,119.44063236544935,55.02029554384138,51.916120550314304,91849.83949999999,97094.1646,82747.31474999999,91254.33758700688,40.9987307156763,5453.303571428572,101883.32646471579,91849.83949999999,81816.35253528418,0.21847587365061877,1516840.6839129997,90192.84333333334,3097443124.143847,89259.52967986741,-0.007440124556858829,0.043044000732539445,0.06166211262188548,3404.075456477988,88389.28000000001,0.45316563035181384,4710.789444926488,93492.18299999999,-0.7557741736545708,-0.020881359297312496,-0.07376627245835543,0.08682547913133343,0,4974.639999999999,674.1100000000006,0.1355093031857583,-0.007467940338037054,0.16594943219094785,-0.07782445137092076,0,1.0,1.0,0.0,-0.007440124556858829,-0.007440124556858829,0.0,-0.007440124556858829,0.044935584961656394,0.22542957572189715
2025-03-07,89931.88,91283.02,84667.03,86801.75,57980.35713,38.17007384568354,-2506.7844125540723,-2558.1876475929853,51.40323503891295,45.633304631898746,52.950412369010394,91311.44399999999,96830.45360000001,82904.83745,90830.28162633957,42.18812681470565,5597.085,101207.28102953942,91311.44399999999,81415.60697046056,0.2167491082396951,1458860.3267829998,87583.93333333333,5078147733.516778,89049.75361912603,-0.034805673493573885,-0.005502052084519593,0.029067122039446502,3024.114048710828,88739.53857142858,-0.6407789323470306,4825.83641594211,93165.16033333333,-1.3186129377100022,-0.04938804822755827,-0.10356972653900698,0.04700464616856914,0,6615.990000000005,3130.1300000000047,0.473115890441189,-0.035425823298239754,0.16893034404219354,-0.035962754207144454,0,1.0,1.0,0.0,-0.034805673493573885,-0.034805673493573885,0.0,-0.034805673493573885,0.008565898169664354,0.18277767401995204
2025-03-08,86801.74,86897.25,85218.47,86222.45,12989.23054,37.04280309892047,-2567.666390347964,-2560.083396143981,-7.582994203982707,43.30227909880007,47.98529309151337,90816.6605,96473.35299999999,83041.6537,90391.44051906913,42.84016063226733,5630.604285714287,100690.1077886982,90816.6605,80943.2132113018,0.21743691596539594,1445871.096243,86112.72333333333,1118538015.8039038,88917.88275531244,-0.006673828580645025,-0.04838045511550504,0.0018349022529955406,3001.335703251171,88762.09857142856,-0.8461727785657279,4942.875627311923,92820.76366666667,-1.334913957819938,-0.05058774981050973,-0.10625631515056799,0.03830362424490108,0,1678.7799999999988,579.2900000000081,0.3450660598768204,-0.006696198157303769,0.16892951684098015,-0.05922668632125394,0,1.0,1.0,0.0,-0.006673828580645025,-0.006673828580645025,0.0,-0.006673828580645025,0.0018349022529957626,0.17488401857452884
2025-03-09,86222.46,86500.0,80000.0,80734.37,26115.39345,32.771251054070746,-3023.9003457095823,-2652.846786057102,-371.05355965248054,13.572637746498595,34.169407159065784,90064.379,95996.9158,83177.69695,89471.71951725303,43.492194449829015,5993.314285714287,100615.03734914801,90064.379,79513.72065085199,0.23429148052301593,1419755.7027929998,82411.45666666667,2152207615.637625,88544.97972006422,-0.0636502442229373,-0.10227206389190757,-0.14358364272833357,3214.089250184658,86828.43714285713,-1.896047890551582,5358.622746017573,92295.01600000002,-2.157391282786547,-0.10359266453166804,-0.15898995996702647,-0.029374784823253064,0,6500.0,5488.090000000011,0.8443215384615401,-0.06576620160006473,0.17987461133541977,0.04024097791312431,1,1.0,1.0,0.0,-0.0636502442229373,-0.0636502442229373,0.0,-0.0636502442229373,-0.0619321339464699,0.10010236385863402
2025-03-10,80734.48,84123.46,77459.91,78595.86,47633.38405,34.75103636772765,-3517.4815888480807,-2825.773746615298,-691.7078422327827,6.47630656399139,21.117074469763327,89210.58499999999,95542.2016,83275.58865,88435.92337275273,44.58527714660612,6101.372142857143,100582.36916666207,89210.58499999999,77838.80083333791,0.2549424861783404,1372122.3187429998,80059.74333333333,3813516501.1410937,87837.62609844841,-0.026488223045525672,-0.09453599725811979,-0.08843303242693368,4492.268022000204,85739.18714285713,-1.5901382348234268,5850.3095788534565,91700.05333333333,-2.239914513361785,-0.11898503972370533,-0.17737022296124272,-0.05619568382360518,0,6663.550000000003,2138.6199999999953,0.32094304087160663,-0.026845356703792466,0.18098020023767208,0.07306466269342948,1,1.0,1.0,0.0,-0.026488223045525672,-0.026488223045525672,0.0,-0.026488223045525672,-0.08677988481433607,0.07096260707183655
