timestamp,Open,High,Low,Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,Stoch_K,Stoch_D,SMA20,SMA50,SMA200,EMA20,ADX,ATR,BB_Upper,BB_Middle,BB_Lower,BB_Width,OBV,Typical_Price,VP,VWAP,Return_Lag_1,Return_Lag_3,Return_Lag_7,Std_Dev_7D,MA_7D,Z_Score_7D,Std_Dev_30D,MA_30D,Z_Score_30D,Close_Rel_SMA20,Close_Rel_SMA50,Close_Rel_SMA200,SMA20_Cross_SMA50,High_Low_Range,Close_Open_Range,Range_Ratio,Log_Return,Volatility_30D,Future_Return_5D,Target_Binary_5D,Signal,Position,Position_Change,Market_Return,Strategy_Return_Raw,Transaction_Cost,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return
2025-03-11,78595.86,83617.4,76606.0,82932.99,48770.06853,43.461358097474005,-3518.123399411299,-2964.2436771744983,-553.8797222368007,34.397031640752445,18.14865865041412,88525.016,95155.66120000002,83366.68875,87911.83448010962,43.42516550896892,6138.636428571429,99660.59151146706,88525.016,77389.44048853294,0.25158031062015423,1420892.3872729999,81052.13,3952917934.602469,87270.69148214078,0.055182677560879245,-0.038150852823133574,-0.04982689439446708,4543.776060864517,85117.90285714285,-0.48085839352019794,5990.319343609914,91249.06133333333,-1.3882517535904617,-0.06316887872689003,-0.12844922777962908,-0.005202302700309636,0,7011.399999999994,4337.130000000005,0.6185825940611017,0.053713906024732805,0.19077512140629085,-0.004322284774732066,0,1.0,1.0,0.0,0.055182677560879245,0.055182677560879245,0.0,0.055182677560879245,-0.036385953655936554,0.13006119129764038
2025-03-12,82932.99,84539.85,80607.65,83680.12,31933.986,49.292250931856564,-3418.9335541327746,-3055.181652566154,-363.75190156662075,38.45884527563334,26.4440611601257,87793.772,94706.38720000001,83461.1675,87508.81405343252,40.73657362511819,5908.212142857144,98116.31272992815,87793.772,77471.23127007185,0.2351542824684227,1452826.373273,82942.54,2648685911.1644397,86892.49153671398,0.009008839546240877,0.03648693858637908,-0.07643963132246967,3850.7735211549484,84128.48999999999,-0.1164363464994216,6026.967719865099,90790.70466666667,-1.179794715546582,-0.046855852144045085,-0.11642580322185514,0.002623405669468948,0,3932.2000000000116,747.1299999999901,0.19000305172676565,0.008968502033038601,0.1906949547990639,0.003942513466759001,0,-1.0,1.0,0.0,0.009008839546240877,0.009008839546240877,0.0,0.009008839546240877,-0.027704909327918914,0.14024173124747463
2025-03-13,83680.12,84336.33,79939.9,81115.78,27546.27412,45.76043182989617,-3506.8212416879687,-3145.509570390517,-361.31167129745154,24.51766880504512,32.45784857381028,87040.462,94254.56959999999,83558.78305000001,86899.95366739132,36.88550175122169,5910.673571428573,96977.31047216,87040.462,77103.61352784,0.22832710773433157,1425280.099153,81797.33666666666,2253211858.1059265,86340.83327388909,-0.030644554525017353,0.03206173963870351,-0.09803096543395229,2979.4941094571172,82869.04571428572,-0.5884440948282917,6200.580328577197,90301.95733333332,-1.4815028346614796,-0.06806813594348804,-0.1393968446915489,-0.029236939084406832,0,4396.430000000008,2564.3399999999965,0.583277795847993,-0.03112391755655611,0.1921199302423243,0.019715645956927208,1,1.0,-1.0,-2.0,-0.030644554525017353,0.030644554525017353,0.005,0.025644554525017352,-0.05750045924842617,0.16948272249615082
2025-03-14,81115.78,85309.71,80818.84,83983.2,26858.52755,49.59143085428985,-3306.9752847390628,-3177.8027132602265,-129.1725714788363,40.10655648581057,34.36102352216299,86412.07149999999,93856.02679999999,83643.26195,86622.16760383024,33.14956460533206,5741.344285714288,95356.55976073131,86412.07149999999,77467.58323926867,0.20701941535405316,1452138.626703,83370.58333333333,2239211109.317904,86113.63409706291,0.03534971863674374,0.012663356283187044,-0.03247111953388038,2513.45043402283,82466.39571428571,0.6034749144770718,6134.1108841527675,89839.06433333333,-0.9546394651035286,-0.02810801150623954,-0.10519118629470892,0.004064141475056404,0,4490.87000000001,2867.4199999999983,0.6384998897763667,0.034739262047201416,0.19447414451203776,0.0340870555063395,1,-1.0,1.0,2.0,0.03534971863674374,0.03534971863674374,0.005,0.030349718636743742,-0.024183365667597823,0.20497619407444212
2025-03-15,83983.19,84676.28,83618.0,84338.44,11324.7332,48.01697637062181,-3084.3762553946,-3159.1174216871013,74.74116629250148,42.03783842557357,35.55402123880973,85816.09349999999,93445.38560000001,83749.00795,86404.6697367988,27.598520114905316,5621.705714285717,93497.54385251483,85816.09349999999,78134.64314748514,0.1790212077764842,1463463.3599029998,84210.90666666666,953666050.5301013,85961.48509475226,0.004229893597767154,0.007867101529013265,-0.021850573719489508,2113.217688362592,82197.25142857143,1.01323615793111,6075.9857208118,89430.07433333334,-0.8379931367997113,-0.017218839028136257,-0.09745741367030114,0.007038077995525693,0,1058.2799999999988,355.25,0.33568620780889785,0.004220972745167093,0.19451404008949602,-0.001364146645349451,0,1.0,-1.0,-2.0,0.004229893597767154,-0.004229893597767154,0.005,-0.009229893597767155,-0.02005576513344054,0.19385439201529264
2025-03-16,84338.44,85117.04,81981.12,82574.53,17596.12531,34.22945616935871,-3015.5364887526957,-3130.40123510022,114.86474634752449,33.51137477639543,38.551923229259835,85367.17599999999,93001.9392,83873.62515,86039.89452377033,23.060653958200394,5135.028571428574,92677.42408928917,85367.17599999999,78056.92791071082,0.1712660165609596,1445867.2345929998,83224.23,1464423979.9082613,85634.04089601505,-0.020914662400679962,0.017983553878172742,0.022792770910332383,2012.9874058246355,82460.13142857143,0.056830246974000374,6003.020445510809,88932.54266666668,-1.0591356008826087,-0.03271334640377466,-0.11212034167992913,-0.015488720651774646,0,3135.9199999999983,1763.9100000000035,0.5624856501441378,-0.021136472120496245,0.19466529871676883,0.018338100138141744,1,1.0,1.0,2.0,-0.020914662400679962,-0.020914662400679962,0.005,-0.025914662400679963,-0.040550967977167285,0.16291605849064728
2025-03-17,82574.52,84756.83,82456.0,84010.03,17214.74358,46.37208029089266,-2812.7242899449047,-3066.8658460691577,254.14155612425293,45.69080214062144,40.41333844753012,85133.6575,92629.73980000001,83991.3233,85846.57409293506,24.540832375091377,4635.134285714288,92295.14041093751,85133.6575,77972.17458906249,0.168240931289426,1463081.9781729998,83740.95333333334,1441579038.7780795,85243.65252396817,0.017384295133135996,0.00031946865563581284,0.06888619833156606,1125.0701036334262,83233.58428571429,0.6901309631979142,5838.498653281012,88480.555,-0.7656977016664602,-0.013198393361638416,-0.09305553290564261,0.00022272181536164837,0,2300.8300000000017,1435.5099999999948,0.6239096326108377,0.017234917011719673,0.1959114442952422,-0.002016902029436274,0,1.0,1.0,0.0,0.017384295133135996,0.017384295133135996,0.0,0.017384295133135996,-0.023871622839280682,0.183132534466512
2025-03-18,84010.02,84021.74,81134.66,82715.03,17610.89883,42.56193434169874,-2725.076848828321,-2998.5080466209906,273.43119779266954,37.69926391453311,38.96714694384997,85056.9045,92242.38380000001,84114.5784,85548.33179836982,26.149333919928637,4307.960000000002,92290.79731593191,85056.9045,77823.0116840681,0.17009536988104013,1445471.0793429997,82623.81000000001,1455079558.8591423,85176.25156520808,-0.015414826063030795,-0.019248755371809145,-0.0026281459284177577,1137.7207770736015,83202.44714285714,-0.42841543608868327,5745.987249140749,88033.78533333333,-0.925646908480122,-0.02753303231250326,-0.10328607531064271,-0.01663859495728026,0,2887.0800000000017,1294.9900000000052,0.4485466284273399,-0.015534869726955195,0.19594104432038775,0.04071170620381803,1,1.0,1.0,0.0,-0.015414826063030795,-0.015414826063030795,0.0,-0.015414826063030795,-0.038918471988401704,0.16489475223819783
2025-03-19,82715.03,87000.0,82547.16,86845.94,28151.05374,44.03290979419319,-2295.82091235432,-2857.9706197676564,562.1497074133363,63.191406905676416,48.86049098694363,85163.77249999999,91952.59219999998,84232.5336,85671.91353185842,27.097470368588088,4292.772142857145,92439.03162316004,85163.77249999999,77888.51337683994,0.17085337836954212,1473622.1330829996,85464.36666666667,2405911978.888398,85207.54209865435,0.04994146771149088,0.05172793596282044,0.03783240272599997,1797.2917815382891,83654.70714285715,1.775578617742022,5559.152963540123,87735.98333333334,-0.16010412722418535,0.019752148720278973,-0.05553570680087894,0.03102609274951229,0,4452.8399999999965,4130.9100000000035,0.9277023203169229,0.04873441757894435,0.2031847870214581,0.007510080494263827,1,-1.0,1.0,0.0,0.04994146771149088,0.04994146771149088,0.0,0.04994146771149088,0.009079350110899886,0.22307130589438695
2025-03-20,86845.93,87453.67,83655.23,84223.39,22090.30463,41.46843117773163,-2142.552347739591,-2714.886965362043,572.3346176224522,51.90011323824589,50.930261352818455,85157.445,91562.39520000001,84371.89335000001,85533.95890977667,28.08136676368948,4208.757857142859,92435.90381432923,85157.445,77878.98618567079,0.17094122103661563,1451531.8284529997,85110.76333333332,1880122689.3251672,85536.86764277764,-0.030197727147636355,0.002539696748114384,0.038310794767676626,1407.076753500792,84098.65142857144,0.08865086507769716,5385.851588342262,87354.37166666666,-0.5813345606187339,-0.010968565343875802,-0.08015304955674651,-0.0017601045099696622,0,3798.4400000000023,2622.5399999999936,0.6904255431176989,-0.030663070683642123,0.20500213696159786,0.03763182650330266,1,1.0,-1.0,-2.0,-0.030197727147636355,0.030197727147636355,0.005,0.025197727147636354,-0.021392552774063267,0.2538899229424172
2025-03-21,84223.38,84850.33,83175.25,84088.79,11956.97443,45.54662861847915,-2008.7909099617973,-2573.667754281994,564.8768443201966,68.98061980130291,61.35737998174172,85058.65800000001,91149.71220000001,84506.50099999999,85396.32377551224,29.69104647709693,3855.835714285716,92338.91053705831,85058.65800000001,77778.40546294171,0.17118192805389199,1439574.8540229998,84038.12333333334,1004841691.8418531,85511.38041591145,-0.0015981308755205204,0.016608347962879133,0.0012572752645767515,1406.1985046654274,84113.73571428572,-0.0177398242161148,5120.343887410544,86935.85233333333,-0.5560295159732228,-0.011402343074822796,-0.07746510690573538,-0.004942945158739831,0,1675.0800000000017,134.59000000001106,0.08034840127039361,-0.0015994092488549737,0.2044871231258791,0.03354049927463576,1,1.0,1.0,2.0,-0.0015981308755205204,-0.0015981308755205204,0.005,-0.0065981308755205205,-0.022956495550489397,0.24561659312734685
2025-03-22,84088.79,84539.17,83625.1,83840.59,5420.22114,46.04716726875399,-1900.8992887972854,-2439.1140611850524,538.214772387767,66.69257084701137,62.52443462885336,84537.1875,90777.93280000001,84631.2843,85248.15865403488,30.327938998016617,3801.213571428573,90394.36670846114,84537.1875,78680.00829153886,0.1385704772461501,1434154.6328829997,84001.62000000001,455307356.5182468,84954.04248764334,-0.0029516419489445944,-0.03460553250963727,-0.00590300223717688,1405.5292104838186,84042.61428571427,-0.14373538750200085,4674.468004369453,86453.70533333333,-0.559018765534544,-0.008240131007433926,-0.07642102641050685,-0.009342813435244124,0,914.0699999999924,248.1999999999971,0.2715328147734847,-0.00295600663481781,0.20326851632082643,0.04045081266722961,1,-1.0,1.0,0.0,-0.0029516419489445944,-0.0029516419489445944,0.0,-0.0029516419489445944,-0.025840378144166398,0.24193997893877062
2025-03-23,83840.59,86129.64,83809.75,86082.5,8461.97813,59.94728883449551,-1615.8643230553134,-2274.4641135591046,658.5997905037912,87.35977403442399,74.34432156091275,84530.28199999999,90486.8698,84763.0486,85327.61973460298,30.964831518936307,3502.634285714287,90379.42462760268,84530.28199999999,78681.1393723973,0.13839165064190112,1442616.6110129997,85340.63,722150544.6604218,84567.89183480018,0.02674015056430301,0.022073559375845653,0.042482470078848866,1420.1500714191993,84543.75285714286,1.0835102386886672,4298.224833229406,86117.05600000001,-0.008039598052865998,0.018362863145304553,-0.04867413150366262,0.015566351397134692,0,2319.8899999999994,2241.9100000000035,0.966386337283235,0.026388880980959678,0.20492555003967125,-0.019261987047309193,0,-1.0,-1.0,-2.0,0.02674015056430301,-0.02674015056430301,0.005,-0.03174015056430301,0.00020879681792318472,0.20252061701542678
2025-03-24,86082.5,88765.43,85519.09,87498.16,30115.62111,67.01542460673943,-1261.201779262541,-2071.811646699792,810.6098674372511,89.57788317380016,81.21007601841183,84541.091,90282.8212,84903.6066,85534.33785511697,28.43226575738785,3258.547857142858,90412.40128630336,84541.091,78669.78071369664,0.13889837987312836,1472732.2321229996,87260.89333333333,2627916001.3467913,84579.58171528607,0.01644538669299811,0.04054488119046562,0.041520399409451514,1770.4269118639374,85042.05714285714,1.3872941270176649,3833.04872749564,85815.29433333332,0.4390410313844865,0.034977890219088925,-0.030843754802823975,0.03055881256285775,0,3246.3399999999965,1415.6600000000035,0.4360787841076428,0.01631162582836565,0.2057782303828886,-0.05542539408828717,0,-1.0,-1.0,0.0,0.01644538669299811,-0.01644538669299811,0.0,-0.01644538669299811,0.016657617255332324,0.1827447004623055
2025-03-25,87498.16,88539.63,86310.0,87392.87,22643.25248,60.1695301733062,-977.3587973250542,-1852.9210768248447,875.5622794997905,84.4478461916735,87.1285011332992,84380.434,90004.1082,85060.1974,85711.3409165344,28.382194724952125,2916.9928571428586,89703.20610772229,84380.434,79057.6618922777,0.1261612877630446,1450088.9796429996,87414.16666666667,1979341046.1621335,84348.78999424026,-0.0012033395902268929,0.042369453745494834,0.056553688005674285,1622.3289711384368,85710.31999999999,1.0371201093815807,3305.6616682656427,85519.79000000001,0.5666278609155795,0.035700645957805754,-0.029012433456898634,0.02742378540494661,0,2229.6300000000047,105.29000000000815,0.04722308185663448,-0.0012040641846587025,0.20578865120792064,-0.05724585998834908,0,-1.0,-1.0,0.0,-0.0012033395902268929,0.0012033395902268929,0.0,0.0012033395902268929,0.015434232894783184,0.18416794398550285
2025-03-26,87392.88,88275.0,85860.0,86909.17,18408.78485,57.45249196486558,-782.4224576609122,-1638.821352992058,856.3988953311459,78.9671555136066,84.33096162636006,84229.298,89787.02900000001,85227.34690000002,85825.41987686446,29.467772730986212,2808.6214285714295,89034.89865918455,84229.298,79423.69734081544,0.11410757950718171,1431680.1947929997,87014.72333333333,1601835320.625608,84039.87446571547,-0.005534776464029556,0.00960322946011094,0.0007280708804580094,1629.8642650086672,85719.35285714285,0.7300099575168145,3116.739970699259,85364.99966666666,0.4954440690754509,0.031816387689708625,-0.03205205731888083,0.01973337386617602,0,2415.0,483.7100000000064,0.2002939958592159,-0.005550150091920325,0.20002787147810497,-0.050157653099206945,0,1.0,-1.0,0.0,-0.005534776464029556,0.005534776464029556,0.0,0.005534776464029556,0.00981403140178716,0.19072204885133193
